"Population"	"Species"	"env_var"	"lag"	"corr"
"323"	"Port de la Selva"	"Ericaria mediterranea"	"sst"	4	-0.230553933837551
"324"	"Port de la Selva"	"Ericaria mediterranea"	"sst"	5	-0.14305941681316
"325"	"Port de la Selva"	"Ericaria mediterranea"	"sst"	6	-0.0474160709895762
"326"	"Port de la Selva"	"Ericaria mediterranea"	"bot_t"	-6	0.125689198337981
"327"	"Port de la Selva"	"Ericaria mediterranea"	"bot_t"	-5	0.217361276601042
"328"	"Port de la Selva"	"Ericaria mediterranea"	"bot_t"	-4	-0.446661588556989
"329"	"Port de la Selva"	"Ericaria mediterranea"	"bot_t"	-3	-0.477487322434261
"330"	"Port de la Selva"	"Ericaria mediterranea"	"bot_t"	-2	-0.00644656403575618
"331"	"Port de la Selva"	"Ericaria mediterranea"	"bot_t"	-1	0.0753491725509989
"332"	"Port de la Selva"	"Ericaria mediterranea"	"bot_t"	0	0.356138732266841
"333"	"Port de la Selva"	"Ericaria mediterranea"	"bot_t"	1	0.274750591708741
"334"	"Port de la Selva"	"Ericaria mediterranea"	"bot_t"	2	0.404006024246035
"335"	"Port de la Selva"	"Ericaria mediterranea"	"bot_t"	3	-0.0463826512047709
"336"	"Port de la Selva"	"Ericaria mediterranea"	"bot_t"	4	-0.222462366254871
"337"	"Port de la Selva"	"Ericaria mediterranea"	"bot_t"	5	-0.153651093764776
"338"	"Port de la Selva"	"Ericaria mediterranea"	"bot_t"	6	-0.100203409460216
"339"	"Port de la Selva"	"Ericaria mediterranea"	"photoperiod"	-6	0.121568013878292
"340"	"Port de la Selva"	"Ericaria mediterranea"	"photoperiod"	-5	0.101724676555061
"341"	"Port de la Selva"	"Ericaria mediterranea"	"photoperiod"	-4	-0.616947460705622
"342"	"Port de la Selva"	"Ericaria mediterranea"	"photoperiod"	-3	-0.171376662861167
"343"	"Port de la Selva"	"Ericaria mediterranea"	"photoperiod"	-2	0.320596241708175
"344"	"Port de la Selva"	"Ericaria mediterranea"	"photoperiod"	-1	0.52863976571559
"345"	"Port de la Selva"	"Ericaria mediterranea"	"photoperiod"	0	0.405810406806751
"346"	"Port de la Selva"	"Ericaria mediterranea"	"photoperiod"	1	-0.127024060957622
"347"	"Port de la Selva"	"Ericaria mediterranea"	"photoperiod"	2	-0.649613499148113
"348"	"Port de la Selva"	"Ericaria mediterranea"	"photoperiod"	3	-0.194403763718932
"349"	"Port de la Selva"	"Ericaria mediterranea"	"photoperiod"	4	0.0681512357355668
"350"	"Port de la Selva"	"Ericaria mediterranea"	"photoperiod"	5	0.114449350712741
"351"	"Port de la Selva"	"Ericaria mediterranea"	"photoperiod"	6	0.0984257562792794
"352"	"Port de la Selva"	"Ericaria mediterranea"	"po4"	-6	-0.187060852327986
"353"	"Port de la Selva"	"Ericaria mediterranea"	"po4"	-5	-0.170831916185581
"354"	"Port de la Selva"	"Ericaria mediterranea"	"po4"	-4	0.847316705992502
"355"	"Port de la Selva"	"Ericaria mediterranea"	"po4"	-3	0.110425518766729
"356"	"Port de la Selva"	"Ericaria mediterranea"	"po4"	-2	-0.278339058842767
"357"	"Port de la Selva"	"Ericaria mediterranea"	"po4"	-1	-0.192122583861755
"358"	"Port de la Selva"	"Ericaria mediterranea"	"po4"	0	-0.17275917102124
"359"	"Port de la Selva"	"Ericaria mediterranea"	"po4"	1	-0.116211550938431
"360"	"Port de la Selva"	"Ericaria mediterranea"	"po4"	2	-0.168878626690805
"361"	"Port de la Selva"	"Ericaria mediterranea"	"po4"	3	0.0587827220041454
"362"	"Port de la Selva"	"Ericaria mediterranea"	"po4"	4	0.124050846624591
"363"	"Port de la Selva"	"Ericaria mediterranea"	"po4"	5	0.0971325632472549
"364"	"Port de la Selva"	"Ericaria mediterranea"	"po4"	6	0.0484954032333421
"365"	"Port de la Selva"	"Ericaria mediterranea"	"no3"	-6	-0.11642089249431
"366"	"Port de la Selva"	"Ericaria mediterranea"	"no3"	-5	-0.126951154615599
"367"	"Port de la Selva"	"Ericaria mediterranea"	"no3"	-4	0.438822266199753
"368"	"Port de la Selva"	"Ericaria mediterranea"	"no3"	-3	0.0336979009294883
"369"	"Port de la Selva"	"Ericaria mediterranea"	"no3"	-2	0.0638908069534562
"370"	"Port de la Selva"	"Ericaria mediterranea"	"no3"	-1	0.2085366811546
"371"	"Port de la Selva"	"Ericaria mediterranea"	"no3"	0	0.0568233230738349
"372"	"Port de la Selva"	"Ericaria mediterranea"	"no3"	1	-0.446931448146512
"373"	"Port de la Selva"	"Ericaria mediterranea"	"no3"	2	-0.647239847229629
"374"	"Port de la Selva"	"Ericaria mediterranea"	"no3"	3	-0.0154967689121772
"375"	"Port de la Selva"	"Ericaria mediterranea"	"no3"	4	0.221323070817226
"376"	"Port de la Selva"	"Ericaria mediterranea"	"no3"	5	0.217647272940689
"377"	"Port de la Selva"	"Ericaria mediterranea"	"no3"	6	0.112298789329181
"378"	"Port de la Selva"	"Ericaria mediterranea"	"nh4"	-6	0.0503661614137412
"379"	"Port de la Selva"	"Ericaria mediterranea"	"nh4"	-5	-0.00641064129567429
"380"	"Port de la Selva"	"Ericaria mediterranea"	"nh4"	-4	-0.397240611037128
"381"	"Port de la Selva"	"Ericaria mediterranea"	"nh4"	-3	0.0150478626073246
"382"	"Port de la Selva"	"Ericaria mediterranea"	"nh4"	-2	0.580051656031696
"383"	"Port de la Selva"	"Ericaria mediterranea"	"nh4"	-1	0.487753842938796
"384"	"Port de la Selva"	"Ericaria mediterranea"	"nh4"	0	-0.00736059429000975
"385"	"Port de la Selva"	"Ericaria mediterranea"	"nh4"	1	-0.568554235245904
"386"	"Port de la Selva"	"Ericaria mediterranea"	"nh4"	2	-0.598410714006115
"387"	"Port de la Selva"	"Ericaria mediterranea"	"nh4"	3	-0.0148018133092261
"388"	"Port de la Selva"	"Ericaria mediterranea"	"nh4"	4	0.19893633577361
"389"	"Port de la Selva"	"Ericaria mediterranea"	"nh4"	5	0.175518681742236
"390"	"Port de la Selva"	"Ericaria mediterranea"	"nh4"	6	0.0851040686766529
